cardholderid,amount_avg_withdrawal,amount_std_withdrawal,withdrawal_day,amount_avg_deposit,amount_std_deposit,deposit_day,inquiry_day,amount_avg_transfer,amount_std_transfer,transfer_day
LA-003-1020,25436.78,24381.51,0.2384,11062.5,5567.39,0.0438,0.0384,21289.47,19945.75,0.1041
RI-001-1042,22782.41,25722.38,0.5918,10939.39,5852.03,0.0904,0.0986,20417.58,22299.51,0.2493
LA-010-1223,24965.91,26000.2,0.2411,10095.24,5804.35,0.0575,0.0658,23581.4,23895.84,0.1178
LA-015-1185,26461.54,28103.46,0.2849,9473.68,3963.28,0.0521,0.0575,26325.0,31623.9,0.1096
LA-005-1082,21787.5,22525.76,0.2192,11687.5,5985.75,0.0438,0.0466,16533.33,20722.85,0.1233
LA-005-1081,22444.44,24523.37,0.2466,11764.71,6485.84,0.0466,0.0493,18703.7,16245.27,0.074
LA-011-1036,20263.16,20167.5,0.2603,10692.31,5543.53,0.0356,0.0548,21825.0,19027.49,0.1096
KN-003-1081,19228.57,21108.81,0.2877,14142.86,5876.1,0.0575,0.0466,19122.45,23529.8,0.1342
LA-012-1049,18082.35,16485.36,0.2329,11090.91,4570.66,0.0301,0.0603,18352.94,14405.14,0.0932
LA-014-1061,20250.0,21833.95,0.2192,11500.0,5898.26,0.0548,0.0548,25151.52,31542.75,0.0904
KN-004-1161,22491.07,25061.36,0.3068,10666.67,6199.46,0.0575,0.0548,20229.17,24591.33,0.1315
RI-007-1048,20610.09,23578.47,0.5973,11275.0,5999.95,0.1096,0.1233,18878.38,16151.64,0.2027
RI-006-1013,21015.62,24538.35,0.526,11393.94,5999.68,0.0904,0.0877,20887.76,24579.3,0.2685
LA-002-1046,27617.02,27361.82,0.2575,10157.89,5490.02,0.0521,0.0521,23395.83,23122.01,0.1315
LA-012-1133,23178.86,23793.52,0.337,10761.9,6147.4,0.0575,0.0438,18388.89,23639.29,0.0986
LA-002-1138,25134.83,25956.34,0.2438,9789.47,5672.34,0.0521,0.0274,17209.3,15861.84,0.1178
LA-014-1155,22190.48,23549.22,0.2301,8700.0,4193.98,0.0548,0.063,23894.74,26010.17,0.1041
KN-010-1038,20466.67,24764.15,0.2466,10962.96,5646.52,0.074,0.0603,22227.27,25250.25,0.1205
KN-001-1104,22596.33,27195.15,0.2986,11555.56,6217.23,0.0986,0.0658,22196.08,24659.29,0.1397
LA-004-1135,20393.62,22196.2,0.2575,11800.0,6362.72,0.0548,0.0575,17451.61,21560.52,0.0849
KN-001-1011,19163.79,20651.12,0.3178,10730.77,5997.05,0.0712,0.0658,17096.15,21268.83,0.1425
LA-005-1060,25869.57,28226.41,0.2521,14350.0,6595.65,0.0548,0.0438,17229.17,19048.92,0.1315
LA-008-1055,25783.78,27191.04,0.3041,11500.0,5907.18,0.0548,0.0603,21688.89,20211.18,0.1233
LA-003-1271,23829.27,24178.76,0.2247,12863.64,6266.28,0.0603,0.0329,22179.49,23769.59,0.1068
KN-005-1209,22666.67,23308.65,0.3205,10896.55,5918.16,0.0795,0.0795,16891.3,15446.29,0.126
LA-004-1212,22460.0,23716.94,0.274,11227.27,5689.86,0.0603,0.0548,24225.81,21878.01,0.0849
LA-013-1148,21673.91,22361.22,0.2521,12166.67,6608.82,0.0493,0.0466,19256.41,20517.92,0.1068
KN-006-1192,24435.19,27257.95,0.2959,11904.76,6057.27,0.0575,0.0493,18652.17,17548.94,0.126
LA-002-1112,19369.57,20651.86,0.2521,15266.67,6134.99,0.0411,0.0575,17880.95,22724.44,0.1151
LA-002-1099,28893.33,23508.81,0.2055,11142.86,5959.57,0.0384,0.0658,16925.0,16511.67,0.1096
KN-006-1110,20879.63,21487.97,0.2959,14095.24,6495.42,0.0575,0.0685,19580.0,24465.79,0.137
LA-012-1057,24763.44,27597.42,0.2548,12826.09,6042.67,0.063,0.0658,32147.06,34036.64,0.0932
KN-007-1065,18031.75,21548.8,0.3452,12482.76,6103.98,0.0795,0.0767,21903.85,26660.73,0.1425
RI-005-1072,21319.25,24466.79,0.5836,11357.14,5363.93,0.1151,0.1205,25921.05,29436.83,0.2082
KN-005-1099,20130.08,23587.98,0.337,12419.35,6312.81,0.0849,0.0877,20073.17,22621.22,0.1123
LA-008-1118,26654.21,27968.01,0.2932,10055.56,4721.32,0.0493,0.0603,18813.95,18447.16,0.1178
LA-013-1150,25662.34,24147.91,0.211,10809.52,6071.4,0.0575,0.074,22062.5,29314.69,0.0877
KN-009-1001,23792.79,28109.56,0.3041,10920.0,5430.78,0.0685,0.0712,17465.12,19821.04,0.1178
EN-001-1028,20402.3,22484.76,0.7151,11111.11,5959.04,0.1233,0.1205,22834.95,24464.1,0.2822
KN-003-1151,21833.33,25009.34,0.2959,10523.81,5609.09,0.0575,0.0712,26979.59,25929.78,0.1342
LA-010-1121,24727.27,23827.58,0.211,12277.78,5768.12,0.0493,0.0521,23444.44,25649.34,0.1233
LA-004-1237,22900.0,22201.33,0.274,10500.0,5501.08,0.0603,0.0438,18871.79,22734.37,0.1068
RI-004-1072,20128.87,22058.07,0.5315,12636.36,5829.98,0.0904,0.1068,24870.59,25181.62,0.2329
LA-014-1284,19754.24,20486.37,0.3233,12500.0,6050.51,0.0658,0.0438,23305.56,24431.62,0.0986
KN-008-1020,25043.48,25033.1,0.3151,12217.39,7070.79,0.063,0.0575,18235.29,18498.2,0.1397
KN-008-1027,19213.11,20177.0,0.3342,11411.76,6727.36,0.0466,0.0932,21260.0,21571.72,0.137
KN-005-1018,20523.81,22672.88,0.2877,11466.67,5852.99,0.0822,0.0658,16186.05,22203.88,0.1178
KN-005-1149,22691.06,26162.52,0.337,11529.41,5896.16,0.0466,0.0575,19166.67,23076.5,0.1315
LA-007-1118,25896.55,25703.79,0.3178,9730.77,4771.23,0.0712,0.0521,23285.71,25730.17,0.1342
LA-011-1281,22000.0,22681.57,0.2685,12684.21,5897.76,0.0521,0.0603,19657.89,24423.38,0.1041
LA-004-1263,24166.67,21779.54,0.2137,11380.95,5740.0,0.0575,0.0575,19526.32,19574.86,0.1041
KN-009-1020,23759.62,27691.61,0.2849,8458.33,3078.38,0.0658,0.0658,18188.68,21554.99,0.1452
LA-009-1157,25480.0,28053.87,0.274,12384.62,6449.01,0.0356,0.0384,21880.95,25217.3,0.1151
LA-006-1095,27631.58,26564.06,0.2082,11761.9,5548.92,0.0575,0.0685,19146.34,21983.59,0.1123
LA-013-1157,22468.75,20379.53,0.263,11166.67,5434.72,0.0658,0.0685,17666.67,18624.1,0.0986
KN-006-1105,23081.82,25331.97,0.3014,11407.41,5872.09,0.074,0.0575,25811.32,28795.07,0.1452
LA-006-1276,26181.82,23084.82,0.2411,11214.29,5924.9,0.0384,0.0438,22062.5,23794.74,0.0877
KN-001-1010,22441.18,27702.66,0.2795,12000.0,5792.72,0.0521,0.0904,22000.0,23355.48,0.1288
KN-010-1057,21469.23,22493.82,0.3562,11260.87,5545.0,0.063,0.0822,19108.7,18785.61,0.126
KN-007-1083,24658.12,26026.57,0.3205,12666.67,5791.39,0.0822,0.0521,23209.3,23415.05,0.1178
KN-006-1047,16170.54,15262.35,0.3534,9555.56,5031.92,0.0493,0.0521,21044.44,20503.83,0.1233
RI-004-1055,18802.88,18890.85,0.5699,11575.76,5847.17,0.0904,0.126,22187.5,24767.32,0.2192
KN-005-1024,23956.9,28781.76,0.3178,11705.88,6007.72,0.0932,0.0849,28150.94,28526.23,0.1452
LA-009-1224,24266.67,24411.18,0.2466,12900.0,6042.83,0.0548,0.0575,18488.37,21577.51,0.1178
KN-001-1177,19678.9,19707.06,0.2986,11272.73,6265.41,0.0603,0.063,17825.0,22020.84,0.1096
KN-002-1013,20972.73,23128.46,0.3014,12888.89,5312.46,0.0493,0.0767,16956.52,20604.16,0.126
RI-007-1118,20664.95,24260.38,0.5315,11558.82,5727.08,0.0932,0.1096,18271.6,21569.66,0.2219
LA-006-1090,22884.62,22592.34,0.2849,12600.0,6445.37,0.0411,0.0438,21027.03,28238.55,0.1014
LA-005-1226,20896.55,20950.13,0.2384,12156.25,5952.01,0.0877,0.0384,25222.22,26958.29,0.0986
LA-006-1092,23556.7,24304.48,0.2658,9666.67,3925.78,0.0493,0.0356,20928.57,23704.87,0.0767
LA-012-1155,20186.92,21494.24,0.2932,11125.0,6407.03,0.0438,0.0521,19222.22,20269.77,0.0986
LA-008-1081,24729.41,25560.1,0.2329,12294.12,6111.1,0.0466,0.0685,27742.86,28177.32,0.0959
LA-003-1172,27587.16,27642.3,0.2986,11650.0,5851.45,0.0548,0.0575,19235.29,18272.45,0.0932
LA-002-1159,22108.11,20319.08,0.2027,12941.18,6319.32,0.0466,0.0301,22340.0,25160.39,0.137
LA-015-1257,24127.91,25776.32,0.2356,12857.14,6585.03,0.0384,0.0658,14514.29,17358.46,0.0959
KN-006-1137,22598.21,23852.95,0.3068,15047.62,6636.84,0.0575,0.1014,22500.0,23173.81,0.1096
KN-010-1160,20661.02,22337.05,0.3233,12900.0,6129.31,0.0548,0.0795,28394.74,27782.49,0.1041
LA-008-1191,29061.22,29542.85,0.2685,11076.92,5789.11,0.0712,0.0438,21552.63,23447.12,0.1041
KN-008-1158,20339.29,23979.18,0.3068,10285.71,5455.11,0.0384,0.0438,17108.7,17720.33,0.126
LA-013-1084,22691.36,22128.96,0.2219,9360.0,4328.97,0.0685,0.0384,23127.66,23630.87,0.1288
RI-010-1030,21160.19,21769.94,0.5644,12175.0,5999.52,0.1096,0.126,23847.83,24743.05,0.2521
EN-002-1037,21971.15,23916.3,0.5699,12044.44,6182.66,0.1233,0.1096,24293.48,28331.06,0.2521
KN-006-1003,23308.27,25137.86,0.3644,11571.43,5707.14,0.0384,0.0767,23818.18,25730.51,0.1205
LA-008-1257,19447.06,22788.11,0.2329,13105.26,6226.24,0.0521,0.0493,25375.0,26020.39,0.1096
KN-005-1134,18750.0,21781.89,0.2959,12470.59,5853.61,0.0466,0.0795,14185.19,11848.52,0.074
LA-007-1074,27705.26,27756.88,0.2603,11529.41,5906.75,0.0466,0.0438,23108.11,26798.41,0.1014
LA-015-1041,20771.08,18820.93,0.2274,11600.0,6276.94,0.0411,0.0658,21758.62,29411.68,0.0795
LA-013-1152,22371.43,21913.84,0.2877,13833.33,6519.2,0.0493,0.0521,25189.19,30340.51,0.1014
LA-009-1078,24085.71,24158.58,0.2877,11727.27,5945.64,0.0603,0.0685,16472.22,19051.04,0.0986
RI-007-1031,18788.89,18912.02,0.4932,11516.13,5673.75,0.0849,0.1178,20712.33,23451.18,0.2
RI-006-1073,18768.04,20427.63,0.5315,11181.82,5641.51,0.1205,0.1096,20760.0,23813.37,0.2055
LA-010-1219,20031.91,21651.91,0.2575,12363.64,6059.59,0.0603,0.0356,21285.71,25877.0,0.0767
KN-002-1177,21148.44,26929.8,0.3507,11750.0,5501.68,0.0767,0.063,19040.82,19002.15,0.1342
KN-010-1176,21092.86,23061.35,0.3836,11454.55,6185.45,0.0603,0.0822,18857.14,18615.53,0.0959
KN-009-1172,23204.08,24995.33,0.4027,12590.91,6470.88,0.0603,0.0712,20830.51,22500.69,0.1616
KN-007-1041,23177.57,24820.04,0.2932,12500.0,5799.27,0.0548,0.074,15325.0,17167.93,0.1096
LA-008-1136,26219.51,25553.63,0.2247,11777.78,5638.69,0.074,0.0438,20378.38,25113.47,0.1014
KN-004-1213,22517.24,23711.48,0.3178,13266.67,5836.67,0.0411,0.0822,22720.0,23591.8,0.137
LA-006-1269,22105.77,22923.22,0.2849,11190.48,5259.46,0.0575,0.0521,17108.7,21896.96,0.126
LA-004-1110,24822.92,27804.2,0.263,11863.64,6438.69,0.0603,0.0384,21806.45,15142.48,0.0849
LA-013-1043,22938.14,23769.21,0.2658,12086.96,6111.93,0.063,0.0438,28285.71,25698.33,0.1151
LA-015-1280,30346.67,29480.87,0.2055,13000.0,6023.76,0.0219,0.0356,19896.55,16618.29,0.0795
KN-005-1049,19879.31,21990.97,0.3178,10541.67,5838.25,0.0658,0.0685,21791.67,22623.62,0.1315
KN-004-1065,19780.3,19216.05,0.3616,12777.78,6271.63,0.074,0.0795,16021.74,17923.9,0.126
KN-001-1164,22231.58,22738.31,0.2603,10304.35,5505.66,0.063,0.0685,23069.77,23316.04,0.1178
LA-007-1149,23690.0,25812.73,0.274,12687.5,6063.21,0.0438,0.0658,22959.18,22363.44,0.1342
LA-011-1012,23593.41,25916.52,0.2493,9962.96,5184.9,0.074,0.0438,18083.33,22900.25,0.0986
LA-010-1092,22049.5,21805.22,0.2767,12850.0,5518.15,0.0548,0.0411,25548.39,31072.86,0.0849
LA-004-1060,21576.92,19923.49,0.2849,11476.19,5758.64,0.0575,0.0466,27627.91,26570.68,0.1178
KN-008-1127,23177.97,23416.57,0.3233,10720.0,5534.14,0.0685,0.0658,21697.67,25173.24,0.1178
KN-002-1197,22375.0,24522.69,0.3288,11684.21,6000.49,0.0521,0.0685,26978.26,25713.37,0.126
LA-014-1045,23545.45,21845.28,0.2411,10062.5,5195.75,0.0438,0.074,20764.71,26626.55,0.0932
KN-005-1021,20508.06,22467.14,0.3397,11551.72,5454.92,0.0795,0.063,27519.23,29308.7,0.1425
LA-008-1071,25258.43,26589.7,0.2438,10944.44,6053.41,0.0493,0.0493,15729.73,11969.05,0.1014
KN-009-1114,19242.19,18206.92,0.3507,12157.89,6335.64,0.0521,0.0411,23139.53,24122.29,0.1178
LA-004-1196,20581.82,21714.74,0.3014,10380.95,5800.66,0.0575,0.0466,19574.47,21582.75,0.1288
RI-009-1022,20400.97,23898.22,0.5671,11617.02,5662.82,0.1288,0.1151,21885.71,22733.2,0.1918
KN-002-1148,16573.91,18037.03,0.3151,10083.33,5452.7,0.0658,0.0603,17860.47,19729.82,0.1178
LA-007-1267,22762.71,22448.3,0.3233,12285.71,6396.43,0.0575,0.0356,17344.83,19752.53,0.0795
LA-013-1179,20935.48,22499.18,0.2548,11937.5,5720.94,0.0438,0.0521,25131.58,26079.06,0.1041
LA-008-1010,20310.0,23983.03,0.274,10555.56,5617.43,0.0493,0.0384,23148.15,25901.74,0.074
KN-009-1074,22190.84,23350.21,0.3589,11620.69,5486.44,0.0795,0.0575,17634.62,20582.72,0.1425
LA-001-1126,25744.19,21940.12,0.2356,13222.22,6376.02,0.0493,0.0356,15700.0,19889.61,0.0822
KN-010-1169,21406.5,21964.14,0.337,10100.0,5418.29,0.0548,0.0767,19872.34,22952.33,0.1288
LA-010-1025,29616.16,30372.75,0.2712,10600.0,6435.1,0.0548,0.0712,16692.31,14149.86,0.1068
LA-009-1081,24877.78,27821.19,0.2466,13680.0,5850.36,0.0685,0.063,25290.32,31342.4,0.0849
KN-002-1118,19215.52,23252.79,0.3178,10473.68,5242.65,0.0521,0.0849,24159.09,25672.3,0.1205
KN-004-1193,19860.47,23627.23,0.3534,14500.0,6386.66,0.0548,0.0685,20314.29,21065.4,0.0959
LA-002-1025,21839.62,27280.25,0.2904,11466.67,5578.87,0.0411,0.0493,20235.29,22614.1,0.0932
LA-002-1164,24566.27,26465.9,0.2274,12000.0,6237.72,0.063,0.0438,22612.24,26064.68,0.1342
KN-008-1144,24549.18,27974.93,0.3342,10312.5,6030.13,0.0438,0.0795,24039.47,26380.52,0.2082
LA-007-1223,26111.11,27634.22,0.2219,11363.64,6260.58,0.0603,0.0575,23571.43,30485.57,0.0959
KN-003-1171,23228.81,24792.27,0.3233,12157.89,5620.04,0.0521,0.0521,14854.17,13559.94,0.1315
KN-001-1140,20517.24,23296.01,0.3178,12346.15,5830.56,0.0712,0.0685,17882.35,21129.74,0.1397
LA-009-1129,16946.81,17406.81,0.2575,13111.11,6551.95,0.0493,0.074,19435.9,24177.84,0.1068
LA-015-1104,25810.53,28077.89,0.2603,11520.0,6104.1,0.0685,0.0603,15600.0,19546.63,0.0959
KN-007-1178,19442.62,18516.04,0.3342,11944.44,6699.19,0.0493,0.074,24204.08,26509.42,0.1342
LA-010-1073,22788.99,24378.6,0.2986,10846.15,5474.88,0.0356,0.0493,16000.0,11221.67,0.0767
LA-012-1225,21478.26,24695.28,0.2521,12600.0,6304.76,0.0685,0.0548,24833.33,23753.16,0.0822
LA-013-1266,26569.77,28715.05,0.2356,13466.67,6457.18,0.0411,0.0767,19222.22,20030.14,0.0986
KN-006-1167,21347.46,24085.81,0.3233,12772.73,6271.11,0.0603,0.0795,15232.56,17785.54,0.1178
KN-002-1133,24292.04,25479.22,0.3096,11761.9,6114.78,0.0575,0.0603,17090.91,14341.06,0.1205
LA-013-1275,21990.1,21496.28,0.2767,12187.5,6420.99,0.0438,0.0384,26466.67,25460.9,0.0822
LA-008-1255,18339.62,19744.99,0.2904,13947.37,6032.08,0.0521,0.0493,21550.0,25527.21,0.1096
KN-002-1109,18491.38,21295.64,0.3178,10478.26,5384.06,0.063,0.0712,18977.27,20811.99,0.1205
RI-005-1060,20655.02,23735.73,0.6274,11891.89,5536.66,0.1014,0.1041,20615.38,22063.8,0.2137
LA-009-1124,27330.0,28518.31,0.274,9933.33,5496.32,0.0411,0.0548,29315.79,31672.4,0.1041
LA-001-1182,27601.94,29367.3,0.2822,11772.73,5814.04,0.0603,0.0658,14142.86,11342.64,0.0959
LA-013-1165,22956.04,26316.84,0.2493,11888.89,6790.03,0.0493,0.0466,16384.62,19191.03,0.1068
KN-009-1169,21435.19,25209.13,0.2959,12142.86,6237.07,0.0384,0.0904,20782.61,20444.95,0.126
LA-013-1273,22329.67,24494.92,0.2493,13642.86,6732.32,0.0384,0.0575,26410.26,29394.52,0.1068
KN-001-1031,21240.0,21233.49,0.3425,9777.78,4941.49,0.0493,0.063,21821.43,25807.05,0.0767
RI-004-1070,21024.49,23513.15,0.6712,12500.0,5836.18,0.1151,0.1014,20105.26,19707.58,0.2082
LA-008-1088,23692.31,26016.1,0.2493,11523.81,6423.54,0.0575,0.0548,16117.65,19685.04,0.0932
LA-008-1038,22030.3,20705.64,0.2712,9411.76,5339.23,0.0466,0.0493,21384.62,25888.03,0.1068
RI-005-1083,20553.0,20696.85,0.5945,11111.11,5829.86,0.0986,0.0849,19103.45,19812.51,0.2384
KN-006-1078,20108.53,24059.57,0.3534,12000.0,6029.34,0.0493,0.0685,17135.14,17380.0,0.1014
LA-008-1086,22913.46,23712.73,0.2849,10400.0,5265.58,0.0548,0.0603,26138.89,30332.59,0.0986
LA-004-1215,21688.89,24371.95,0.2466,11136.36,5138.98,0.0603,0.0575,21812.5,23987.14,0.0877
KN-002-1239,20918.92,25748.48,0.3041,13578.95,6371.08,0.0521,0.0575,15000.0,15707.43,0.1315
KN-008-1112,23814.81,26758.58,0.2959,13555.56,6080.08,0.0493,0.0822,17820.0,19272.15,0.137
LA-009-1135,22420.0,24513.52,0.274,10136.36,4421.76,0.0603,0.0521,17100.0,20628.65,0.0822
LA-014-1079,27117.02,26317.69,0.2575,9764.71,4294.32,0.0466,0.0356,27029.41,29236.22,0.0932
KN-010-1199,23724.14,26648.3,0.3178,10866.67,5793.77,0.0822,0.0986,23808.51,27988.07,0.1288
LA-002-1214,25768.52,27583.22,0.2959,11642.86,6111.4,0.0767,0.0767,22906.98,23435.64,0.1178
LA-003-1023,25278.48,25503.11,0.2164,13944.44,6393.68,0.0493,0.0438,29632.65,30767.74,0.1342
LA-011-1258,24107.14,24662.55,0.2301,12344.83,6246.58,0.0795,0.0466,18648.15,22338.02,0.1479
LA-015-1008,18976.19,20368.87,0.2301,12250.0,6068.69,0.0548,0.063,19818.18,20915.69,0.0904
KN-007-1089,20349.51,22593.47,0.2822,12034.48,5583.67,0.0795,0.0877,19593.22,22958.82,0.1616
KN-001-1057,18821.14,20529.48,0.337,10166.67,4780.47,0.0493,0.074,20830.51,23345.35,0.1616
KN-008-1147,20504.2,22890.26,0.326,11478.26,5915.08,0.063,0.0712,23170.73,27032.3,0.1123
LA-012-1107,23139.78,22477.81,0.2548,14533.33,6186.01,0.0411,0.0685,26800.0,28388.2,0.0822
LA-007-1099,19306.93,20138.39,0.2767,12454.55,6021.61,0.0603,0.0247,19343.75,19266.57,0.0877
LA-005-1265,21623.66,23557.48,0.2548,12047.62,5987.29,0.0575,0.0548,22680.85,23053.91,0.1288
KN-007-1201,23482.14,26595.06,0.3068,11125.0,5455.85,0.0658,0.0603,24137.25,22609.75,0.1397
RI-001-1048,16782.18,18254.75,0.5534,12800.0,6119.33,0.1096,0.0959,19674.42,23685.91,0.2356
RI-006-1083,20287.74,22676.74,0.5808,11093.02,5524.03,0.1178,0.1178,22211.27,24709.69,0.1945
LA-008-1252,23134.15,24713.05,0.2247,11315.79,5558.3,0.0521,0.0548,20666.67,19211.74,0.1233
LA-013-1111,21728.4,20622.2,0.2219,9173.91,5262.67,0.063,0.0548,20422.22,20030.08,0.1233
EN-002-1048,19696.58,24374.36,0.6411,11825.0,5926.42,0.1096,0.1178,21297.03,23099.59,0.2767
LA-006-1076,19157.41,19770.72,0.2959,10583.33,5174.49,0.0658,0.0493,19567.57,20792.01,0.1014
LA-014-1034,24747.13,23929.27,0.2384,9590.91,5243.22,0.0603,0.0493,19620.69,16834.09,0.0795
KN-005-1205,22845.53,23104.55,0.337,9961.54,5241.99,0.0712,0.0712,23333.33,26109.21,0.1151
KN-009-1096,19775.7,23003.41,0.2932,14653.85,6498.88,0.0712,0.0904,22111.11,25689.78,0.1233
KN-004-1151,25592.92,29443.84,0.3096,13192.31,6548.4,0.0712,0.0438,18000.0,18191.57,0.126
LA-014-1235,23462.96,20892.44,0.2959,13307.69,6600.31,0.0356,0.0685,14739.13,13829.81,0.126
LA-008-1176,25292.93,29994.64,0.2712,11058.82,6169.18,0.0466,0.0411,24650.0,28369.86,0.1096
LA-010-1262,25285.71,23662.58,0.2685,11181.82,5827.83,0.0301,0.0438,15419.35,19338.69,0.0849
KN-007-1059,22196.43,25112.66,0.3068,14000.0,5666.15,0.0548,0.0548,17160.0,14812.24,0.137
KN-009-1173,22284.31,23497.37,0.2795,11961.54,6141.54,0.0712,0.0712,23132.08,25243.46,0.1452
KN-006-1206,22293.65,25580.64,0.3452,10800.0,4945.42,0.0411,0.074,17837.84,15487.47,0.1014
KN-008-1165,26025.64,27654.73,0.3205,10137.93,4778.85,0.0795,0.0521,16052.63,19356.08,0.1562
KN-005-1179,20314.29,21693.81,0.2877,10928.57,6030.35,0.0767,0.0493,22555.56,25452.77,0.1233
LA-006-1268,27296.7,30132.11,0.2493,12280.0,6567.09,0.0685,0.0575,21333.33,21469.04,0.0822
LA-013-1153,21812.5,22430.82,0.2192,11842.11,5890.32,0.0521,0.0329,16805.56,17059.26,0.0986
LA-009-1195,22035.29,23989.8,0.2329,13789.47,6223.42,0.0521,0.0466,21775.51,24557.98,0.1342
LA-002-1008,21268.52,22485.14,0.2959,9666.67,5041.01,0.0493,0.0712,27136.36,26561.55,0.1205
LA-011-1137,21767.44,23236.72,0.2356,11192.31,5671.11,0.0712,0.0548,20432.43,24187.39,0.1014
LA-006-1233,21910.89,22059.06,0.2767,9588.24,5232.82,0.0466,0.0438,17393.94,15149.13,0.0904
LA-003-1212,26909.09,25426.47,0.3014,9722.22,5085.22,0.0493,0.0548,20320.0,21483.21,0.137
KN-002-1228,18228.57,17612.42,0.2877,12833.33,6080.34,0.0493,0.0658,20069.77,25536.52,0.1178
LA-015-1215,26313.95,28980.42,0.2356,10533.33,6116.33,0.0411,0.0411,30128.21,33333.39,0.1068
LA-013-1134,20449.44,24305.82,0.2438,11230.77,6313.4,0.0356,0.0493,19692.31,21627.33,0.0712
KN-010-1095,22178.22,26638.47,0.2767,12208.33,5763.3,0.0658,0.0548,18964.91,25931.89,0.1562
LA-004-1202,25255.1,26819.48,0.2685,12600.0,6344.5,0.0548,0.0493,17333.33,16420.61,0.1233
LA-005-1185,20941.18,19342.99,0.2329,11444.44,6344.79,0.074,0.0356,22739.13,23215.35,0.126
LA-004-1028,21605.5,21352.43,0.2986,11000.0,6184.66,0.0466,0.0548,18421.05,14698.1,0.1041
KN-008-1170,18077.59,20696.63,0.3178,11000.0,5054.25,0.063,0.063,15189.19,17826.07,0.1014
LA-014-1282,20214.29,19553.39,0.2685,12045.45,6350.68,0.0603,0.0575,20324.32,15551.09,0.1014
KN-009-1042,20228.81,21843.82,0.3233,12681.82,5842.26,0.0603,0.0575,18375.0,18417.87,0.1315
LA-011-1290,23554.46,23994.78,0.2767,11913.04,5640.06,0.063,0.0438,30226.42,34613.05,0.1452
LA-001-1209,22142.86,22424.84,0.2877,11541.67,5770.83,0.0658,0.0685,20179.49,17429.36,0.1068
LA-015-1269,24320.0,23838.51,0.2055,11259.26,5997.39,0.074,0.0548,15294.12,14126.12,0.0932
KN-008-1099,20000.0,23958.3,0.3178,11555.56,5596.45,0.0493,0.0603,22803.92,24677.13,0.1397
LA-004-1087,23732.56,24617.75,0.2356,10923.08,5306.02,0.0712,0.0548,19941.18,23665.51,0.1397
KN-005-1002,24535.09,26287.11,0.3123,9470.59,4775.16,0.0932,0.0932,18907.41,22263.66,0.1479
RI-005-1023,20556.12,21084.01,0.537,10871.79,6013.93,0.1068,0.1288,21337.21,24309.58,0.2356
LA-009-1125,21801.98,22526.44,0.2767,11777.78,5461.69,0.0493,0.0521,21425.0,20895.21,0.1096
KN-007-1043,23587.3,27261.77,0.3452,11354.84,6242.59,0.0849,0.0685,16244.44,18907.86,0.1233
LA-003-1217,24920.45,24316.98,0.2411,12913.04,5991.76,0.063,0.0466,17550.0,16046.33,0.1096
LA-003-1270,24430.23,28684.3,0.2356,11437.5,5265.85,0.0438,0.0493,19439.02,20628.92,0.1123
LA-002-1049,24131.31,20989.62,0.2712,13291.67,5930.61,0.0658,0.0466,17608.7,22629.85,0.126
LA-003-1005,25440.48,28876.7,0.2301,12066.67,6818.74,0.0411,0.0466,19380.95,20190.5,0.1151
LA-006-1139,20100.92,21070.4,0.2986,10571.43,5714.64,0.0575,0.063,19305.56,20824.19,0.0986
LA-008-1206,22308.64,24053.92,0.2219,13352.94,6594.9,0.0466,0.0685,20413.79,20968.54,0.0795
LA-012-1058,26904.11,25293.92,0.2,11105.26,5636.14,0.0521,0.0603,13522.73,13170.6,0.1205
KN-007-1055,23201.75,26105.02,0.3123,13730.77,6069.98,0.0712,0.0685,18657.89,19851.17,0.1041
LA-006-1281,22467.39,22812.88,0.2521,9578.95,4981.25,0.0521,0.0493,25303.03,25509.17,0.0904
LA-006-1132,24468.75,25355.97,0.263,11200.0,6232.53,0.0274,0.063,30567.57,29344.26,0.1014
KN-004-1039,23193.28,26560.22,0.326,13777.78,6557.94,0.0493,0.0712,16421.05,17016.1,0.1041
LA-009-1239,24943.93,24770.58,0.2932,9866.67,5436.21,0.0411,0.0548,16925.0,16213.93,0.1096
LA-007-1178,21147.37,23730.75,0.2603,12086.96,6029.57,0.063,0.0493,23777.78,26741.21,0.0986
LA-011-1074,22715.91,22261.74,0.2411,11352.94,5978.52,0.0466,0.0301,19741.94,21640.96,0.0849
KN-008-1152,19752.21,20637.83,0.3096,11523.81,5679.96,0.0575,0.074,20428.57,19741.03,0.1342
KN-009-1087,22878.05,23767.52,0.337,9904.76,5233.59,0.0575,0.0384,21717.95,25674.02,0.1068
KN-003-1161,18783.33,18342.76,0.3288,10681.82,6018.91,0.0603,0.063,23302.33,25662.22,0.1178
LA-013-1015,26687.5,25504.72,0.263,11416.67,5257.84,0.0658,0.0658,22965.52,22233.31,0.0795
KN-010-1151,22708.66,25793.47,0.3479,12896.55,5814.67,0.0795,0.0767,19333.33,19641.42,0.1644
KN-007-1144,23884.3,23814.28,0.3315,8450.0,3300.32,0.0548,0.0603,21921.57,21420.4,0.1397
RI-004-1008,20932.37,22188.63,0.5671,12565.22,6166.76,0.126,0.0959,20367.82,22841.27,0.2384
KN-007-1150,21441.18,23523.59,0.3726,11391.3,6028.26,0.063,0.0877,19760.0,26426.3,0.137
